node_id,node_index,date,day,sales_order,production,delivery,factory_issue,group,sub_group,plant,storage_location,day_of_week,is_weekend,month,day_of_month,y_h30,split,sales_order_lag1,sales_order_lag2,sales_order_lag3,sales_order_lag4,sales_order_lag5,sales_order_lag6,sales_order_lag7,sales_order_lag8,sales_order_lag9,sales_order_lag10,sales_order_lag11,sales_order_lag12,sales_order_lag13,sales_order_lag14,production_lag1,production_lag2,production_lag3,production_lag4,production_lag5,production_lag6,production_lag7,production_lag8,production_lag9,production_lag10,production_lag11,production_lag12,production_lag13,production_lag14,delivery_lag1,delivery_lag2,delivery_lag3,delivery_lag4,delivery_lag5,delivery_lag6,delivery_lag7,delivery_lag8,delivery_lag9,delivery_lag10,delivery_lag11,delivery_lag12,delivery_lag13,delivery_lag14,factory_issue_lag1,factory_issue_lag2,factory_issue_lag3,factory_issue_lag4,factory_issue_lag5,factory_issue_lag6,factory_issue_lag7,factory_issue_lag8,factory_issue_lag9,factory_issue_lag10,factory_issue_lag11,factory_issue_lag12,factory_issue_lag13,factory_issue_lag14,sales_order_roll14_mean,sales_order_roll14_std,sales_order_roll14_max,sales_order_roll14_min,production_roll14_mean,production_roll14_std,production_roll14_max,production_roll14_min,delivery_roll14_mean,delivery_roll14_std,delivery_roll14_max,delivery_roll14_min,factory_issue_roll14_mean,factory_issue_roll14_std,factory_issue_roll14_max,factory_issue_roll14_min
AT5X5K,22,2023-01-25,25,247.0,2000,839.0,1210.0,A,AT,1919,1930.0,2,False,1,25,0.0,train,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,1453.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,2000.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,2590.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,2905.0,1149.4714285714285,861.4097590386548,2632.0,0.0,1407.142857142857,844.4062872942015,3000.0,500.0,1293.357142857143,605.8882820534413,2454.0,538.0,1329.357142857143,594.3436725488893,2600.0,530.0
AT5X5K,22,2023-01-26,26,1211.0,0,334.0,595.0,A,AT,1919,1930.0,3,False,1,26,8.0,train,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,2020.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,2000.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,1824.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,2026.0,1091.685714285714,824.8806523064115,2632.0,0.0,1264.2857142857142,903.5035591068144,3000.0,0.0,1186.9285714285713,635.6410240289496,2454.0,334.0,1227.142857142857,588.3404112930199,2600.0,530.0
AT5X5K,22,2023-01-27,27,0.0,0,837.0,1080.0,A,AT,1919,1930.0,4,False,1,27,924.0,train,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,2000.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,538.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,880.0,1091.685714285714,824.8806523064115,2632.0,0.0,1121.4285714285713,935.7667127331149,3000.0,0.0,1208.2857142857142,616.9072724949375,2454.0,334.0,1241.4285714285713,581.6530441218923,2600.0,530.0
AT5X5K,22,2023-01-28,28,15.0,0,424.0,455.0,A,AT,1919,1930.0,5,True,1,28,858.0,train,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,338.6,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,1500.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,1218.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1040.0,1068.5714285714287,851.704148189943,2632.0,0.0,1014.2857142857143,974.1719504332838,3000.0,0.0,1151.5714285714287,651.4745492739133,2454.0,334.0,1199.642857142857,617.1656811764393,2600.0,455.0
AT5X5K,22,2023-01-29,29,2444.0,1500,1132.0,710.0,A,AT,1919,1930.0,6,True,1,29,839.0,train,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,2632.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1000.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,901.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,1110.0,1055.142857142857,826.259863866909,2444.0,0.0,1050.0,982.7355853785035,3000.0,0.0,1168.0714285714287,647.5536003102179,2454.0,334.0,1171.0714285714287,630.74442761473,2600.0,455.0
AT5X5K,22,2023-01-30,30,569.0,1200,1406.0,1420.0,A,AT,1919,1930.0,0,False,1,30,147.8,train,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,2303.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,700.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,2454.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,2600.0,931.2857142857143,751.3878880057613,2444.0,0.0,1085.7142857142858,978.1121084534717,3000.0,0.0,1093.2142857142858,538.9292145001591,2063.6,334.0,1086.7857142857142,487.7398705444139,1900.0,455.0
AT5X5K,22,2023-01-31,31,2101.0,1200,767.0,990.0,A,AT,1919,1930.0,1,False,1,31,2989.0,train,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1746.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,1000.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,1990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,1786.0,956.6428571428571,786.1815808208548,2444.0,0.0,1100.0,978.2244511987401,3000.0,0.0,1005.8571428571429,478.0677803798985,2063.6,334.0,1029.9285714285713,444.4340332266536,1900.0,455.0
AT5X5K,22,2023-02-01,32,180.4,700,1593.0,1450.0,A,AT,1919,1930.0,2,False,2,1,0.0,train,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,1697.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,2000.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,2063.6,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,1775.0,848.3142857142857,780.7881805311496,2444.0,0.0,1007.1428571428571,947.4372605282957,3000.0,0.0,972.2428571428571,409.61824011799445,1751.0,334.0,1006.7142857142857,409.6494615139652,1900.0,455.0
AT5X5K,22,2023-02-02,33,307.0,2000,197.0,60.0,A,AT,1919,1930.0,3,False,2,2,35.0,train,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,1457.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,2500.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,1751.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,1900.0,766.1714285714286,772.2719204534627,2444.0,0.0,971.4285714285714,894.7956977206248,3000.0,0.0,861.2428571428571,392.5534882011641,1593.0,197.0,875.2857142857143,395.94530091754046,1450.0,60.0
AT5X5K,22,2023-02-03,34,0.0,2000,221.0,330.0,A,AT,1919,1930.0,4,False,2,3,1567.0,train,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,0.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,3000.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,715.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,990.0,766.1714285714286,772.2719204534626,2444.0,0.0,900.0,748.3314773547877,2000.0,0.0,825.9571428571428,427.36850737847016,1593.0,197.0,828.1428571428571,419.8083550205442,1450.0,60.0
AT5X5K,22,2023-02-04,35,220.0,500,195.4,230.0,A,AT,1919,1930.0,5,True,2,4,440.0,train,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,507.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,500.0,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,1231.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,1239.0,745.6714285714286,783.4097487940105,2444.0,0.0,900.0,748.3314773547877,2000.0,0.0,751.9857142857143,441.2663348157875,1593.0,195.4,756.0714285714286,430.32715001955944,1450.0,60.0
AT5X5K,22,2023-02-05,36,732.0,500,445.0,340.0,A,AT,1919,1930.0,6,True,2,5,369.0,train,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,1161.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,500.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,770.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,705.0,715.0285714285714,774.2512089144548,2444.0,0.0,900.0,748.3314773547877,2000.0,0.0,728.7714285714285,448.73144174794265,1593.0,195.4,730.0,444.4832782179606,1450.0,60.0
AT5X5K,22,2023-02-06,37,1440.0,500,913.0,1060.0,A,AT,1919,1930.0,0,False,2,6,0.0,train,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,1120.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,500.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,847.4,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,530.0,737.8857142857144,791.6541386014699,2444.0,0.0,900.0,748.3314773547877,2000.0,0.0,733.4571428571428,450.40484645958924,1593.0,195.4,767.8571428571429,448.68917751822187,1450.0,60.0
AT5X5K,22,2023-02-07,38,1082.0,0,1370.0,1290.0,A,AT,1919,1930.0,1,False,2,7,1276.0,train,1440.0,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,864.0,500.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,500.0,913.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,965.0,1060.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,820.0,753.4571428571429,796.4549740658827,2444.0,0.0,864.2857142857143,780.1450978032052,2000.0,0.0,762.3857142857142,478.54727900360973,1593.0,195.4,801.4285714285714,469.96901932029465,1450.0,60.0
AT5X5K,22,2023-02-08,39,569.0,0,742.0,1373.0,A,AT,1919,1930.0,2,False,2,8,0.0,train,1082.0,1440.0,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,247.0,0.0,500.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,2000.0,1370.0,913.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,839.0,1290.0,1060.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,1210.0,776.4571428571429,785.2753771906885,2444.0,0.0,721.4285714285714,738.1667222857643,2000.0,0.0,755.4571428571428,478.0546504231595,1593.0,195.4,813.0714285714286,482.7156296629305,1450.0,60.0
AT5X5K,22,2023-02-09,40,1862.0,0,945.0,550.0,A,AT,1919,1930.0,3,False,2,9,186.8,train,569.0,1082.0,1440.0,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,1211.0,0.0,0.0,500.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,0.0,742.0,1370.0,913.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,334.0,1373.0,1290.0,1060.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,595.0,822.9571428571429,830.9332443003569,2444.0,0.0,721.4285714285714,738.1667222857643,2000.0,0.0,799.1,464.31138590058663,1593.0,195.4,809.8571428571429,484.4262041351062,1450.0,60.0
AT5X5K,22,2023-02-10,41,0.0,1000,843.0,1650.0,A,AT,1919,1930.0,4,False,2,10,690.0,train,1862.0,569.0,1082.0,1440.0,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,0.0,945.0,742.0,1370.0,913.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,837.0,550.0,1373.0,1290.0,1060.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,1080.0,822.9571428571429,830.9332443003569,2444.0,0.0,792.8571428571429,710.8654375686507,2000.0,0.0,799.5285714285714,464.35182687363204,1593.0,195.4,850.5714285714286,530.627308625688,1650.0,60.0
AT5X5K,22,2023-02-11,42,1475.0,1000,1170.0,730.0,A,AT,1919,1930.0,5,True,2,11,325.0,train,0.0,1862.0,569.0,1082.0,1440.0,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,15.0,1000.0,0.0,0.0,0.0,500.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,0.0,843.0,945.0,742.0,1370.0,913.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,424.0,1650.0,550.0,1373.0,1290.0,1060.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,455.0,927.2428571428572,813.1590219293242,2444.0,0.0,864.2857142857143,674.3739465461421,2000.0,0.0,852.8142857142857,460.73271720521115,1593.0,195.4,870.2142857142857,519.8378709635462,1650.0,60.0
AT5X5K,22,2023-02-12,43,1528.0,1000,1518.0,1675.0,A,AT,1919,1930.0,6,True,2,12,403.0,train,1475.0,0.0,1862.0,569.0,1082.0,1440.0,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,2444.0,1000.0,1000.0,0.0,0.0,0.0,500.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1500.0,1170.0,843.0,945.0,742.0,1370.0,913.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1132.0,730.0,1650.0,550.0,1373.0,1290.0,1060.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,710.0,861.8142857142858,712.3300378736974,2101.0,0.0,828.5714285714286,650.9502774684582,2000.0,0.0,880.3857142857142,489.3838415759196,1593.0,195.4,939.1428571428571,559.4299099760618,1675.0,60.0
AT5X5K,22,2023-02-13,44,1765.0,2000,735.0,650.0,A,AT,1919,1930.0,0,False,2,13,50.0,train,1528.0,1475.0,0.0,1862.0,569.0,1082.0,1440.0,732.0,220.0,0.0,307.0,180.4,2101.0,569.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,500.0,500.0,500.0,2000.0,2000.0,700.0,1200.0,1200.0,1518.0,1170.0,843.0,945.0,742.0,1370.0,913.0,445.0,195.4,221.0,197.0,1593.0,767.0,1406.0,1675.0,730.0,1650.0,550.0,1373.0,1290.0,1060.0,340.0,230.0,330.0,60.0,1450.0,990.0,1420.0,947.2428571428572,745.4588021576284,2101.0,0.0,885.7142857142857,717.7498416334442,2000.0,0.0,832.4571428571428,466.25856430869896,1593.0,195.4,884.1428571428571,546.2130969253187,1675.0,60.0
