node_id,node_index,date,day,sales_order,production,delivery,factory_issue,group,sub_group,plant,storage_location,day_of_week,is_weekend,month,day_of_month,y_h7,split,sales_order_lag1,sales_order_lag2,sales_order_lag3,sales_order_lag4,sales_order_lag5,sales_order_lag6,sales_order_lag7,production_lag1,production_lag2,production_lag3,production_lag4,production_lag5,production_lag6,production_lag7,delivery_lag1,delivery_lag2,delivery_lag3,delivery_lag4,delivery_lag5,delivery_lag6,delivery_lag7,factory_issue_lag1,factory_issue_lag2,factory_issue_lag3,factory_issue_lag4,factory_issue_lag5,factory_issue_lag6,factory_issue_lag7,sales_order_roll7_mean,sales_order_roll7_std,sales_order_roll7_max,sales_order_roll7_min,production_roll7_mean,production_roll7_std,production_roll7_max,production_roll7_min,delivery_roll7_mean,delivery_roll7_std,delivery_roll7_max,delivery_roll7_min,factory_issue_roll7_mean,factory_issue_roll7_std,factory_issue_roll7_max,factory_issue_roll7_min
AT5X5K,22,2023-01-18,18,42.425,50.0,51.59,44.375,A,AT,1919,1930.0,2,False,1,18,6.175,train,43.65,57.575,65.8,8.465,0.0,50.5,36.325,25.0,17.5,25.0,37.5,50.0,50.0,50.0,49.75,61.35,22.525,30.45,13.45,45.6,64.75,44.65,65.0,27.75,26.0,22.0,50.65,72.625,38.345000000000006,24.763066584465403,65.8,0.0,36.42857142857143,13.983408536037071,50.0,17.5,39.245000000000005,17.388039711249803,61.35,13.45,40.06071428571429,15.541462401313092,65.0,22.0
AT5X5K,22,2023-01-19,19,36.425,62.5,43.775,47.5,A,AT,1919,1930.0,3,False,1,19,30.275,train,42.425,43.65,57.575,65.8,8.465,0.0,50.5,50.0,25.0,17.5,25.0,37.5,50.0,50.0,51.59,49.75,61.35,22.525,30.45,13.45,45.6,44.375,44.65,65.0,27.75,26.0,22.0,50.65,36.33428571428571,24.176084503177147,65.8,0.0,38.214285714285715,16.56516712577214,62.5,17.5,38.98428571428571,17.290279646035092,61.35,13.45,39.61071428571428,15.226155245873088,65.0,22.0
AT5X5K,22,2023-01-20,20,0.0,75.0,17.875,24.75,A,AT,1919,1930.0,4,False,1,20,0.0,train,36.425,42.425,43.65,57.575,65.8,8.465,0.0,62.5,50.0,25.0,17.5,25.0,37.5,50.0,43.775,51.59,49.75,61.35,22.525,30.45,13.45,47.5,44.375,44.65,65.0,27.75,26.0,22.0,36.33428571428571,24.176084503177147,65.8,0.0,41.785714285714285,21.491969707422395,75.0,17.5,39.61642857142857,16.25078247200365,61.35,17.875,40.003571428571426,14.723213166709938,65.0,24.75
AT5X5K,22,2023-01-21,21,12.675,12.5,30.775,30.975,A,AT,1919,1930.0,5,True,1,21,0.375,train,0.0,36.425,42.425,43.65,57.575,65.8,8.465,75.0,62.5,50.0,25.0,17.5,25.0,37.5,17.875,43.775,51.59,49.75,61.35,22.525,30.45,24.75,47.5,44.375,44.65,65.0,27.75,26.0,36.93571428571429,23.40737444848159,65.8,0.0,38.214285714285715,24.22611735100699,75.0,12.5,39.66285714285714,16.22066553739983,61.35,17.875,40.714285714285715,14.038739980428984,65.0,24.75
AT5X5K,22,2023-01-22,22,29.025,12.5,19.25,17.625,A,AT,1919,1930.0,6,True,1,22,61.1,train,12.675,0.0,36.425,42.425,43.65,57.575,65.8,12.5,75.0,62.5,50.0,25.0,17.5,25.0,30.775,17.875,43.775,51.59,49.75,61.35,22.525,30.975,24.75,47.5,44.375,44.65,65.0,27.75,31.682142857142853,19.67936056234698,57.575,0.0,36.42857142857143,25.773740789526737,75.0,12.5,39.195,16.83303448579608,61.35,17.875,39.267857142857146,15.983922353712925,65.0,17.625
AT5X5K,22,2023-01-23,23,28.0,12.5,21.185,13.25,A,AT,1919,1930.0,0,False,1,23,14.225,train,29.025,12.675,0.0,36.425,42.425,43.65,57.575,12.5,12.5,75.0,62.5,50.0,25.0,17.5,19.25,30.775,17.875,43.775,51.59,49.75,61.35,17.625,30.975,24.75,47.5,44.375,44.65,65.0,27.457142857142856,16.03032097233836,43.65,0.0,35.714285714285715,26.446261775622695,75.0,12.5,33.457142857142856,14.737488155817365,51.59,17.875,31.875,13.935087608862267,47.5,13.25
AT5X5K,22,2023-01-24,24,21.6,12.5,24.125,20.5,A,AT,1919,1930.0,1,False,1,24,52.525,train,28.0,29.025,12.675,0.0,36.425,42.425,43.65,12.5,12.5,12.5,75.0,62.5,50.0,25.0,21.185,19.25,30.775,17.875,43.775,51.59,49.75,13.25,17.625,30.975,24.75,47.5,44.375,44.65,24.307142857142853,14.401777337404958,42.425,0.0,33.92857142857143,27.68337131960354,75.0,12.5,29.79642857142857,13.108440256276904,51.59,17.875,28.425,13.216104443695453,47.5,13.25
AT5X5K,22,2023-01-25,25,6.175,50.0,20.975,30.25,A,AT,1919,1930.0,2,False,1,25,4.51,train,21.6,28.0,29.025,12.675,0.0,36.425,42.425,12.5,12.5,12.5,12.5,75.0,62.5,50.0,24.125,21.185,19.25,30.775,17.875,43.775,51.59,20.5,13.25,17.625,30.975,24.75,47.5,44.375,19.12857142857143,13.274422684962548,36.425,0.0,33.92857142857143,27.68337131960354,75.0,12.5,25.422857142857143,9.12823634715511,43.775,17.875,26.407142857142855,11.316789833820243,47.5,13.25
AT5X5K,22,2023-01-26,26,30.275,0.0,8.35,14.875,A,AT,1919,1930.0,3,False,1,26,7.675,train,6.175,21.6,28.0,29.025,12.675,0.0,36.425,50.0,12.5,12.5,12.5,12.5,75.0,62.5,20.975,24.125,21.185,19.25,30.775,17.875,43.775,30.25,20.5,13.25,17.625,30.975,24.75,47.5,18.25,12.08949268304233,30.275,0.0,25.0,27.00308624336609,75.0,0.0,20.362142857142857,6.774384263005521,30.775,8.35,21.74642857142857,7.1232516651957765,30.975,13.25
AT5X5K,22,2023-01-27,27,0.0,0.0,20.925,27.0,A,AT,1919,1930.0,4,False,1,27,0.0,train,30.275,6.175,21.6,28.0,29.025,12.675,0.0,0.0,50.0,12.5,12.5,12.5,12.5,75.0,8.35,20.975,24.125,21.185,19.25,30.775,17.875,14.875,30.25,20.5,13.25,17.625,30.975,24.75,18.25,12.08949268304233,30.275,0.0,14.285714285714286,16.814817728363757,50.0,0.0,20.79785714285714,6.685253583536694,30.775,8.35,22.067857142857143,7.3291614215309275,30.975,13.25
AT5X5K,22,2023-01-28,28,0.375,0.0,10.6,11.375,A,AT,1919,1930.0,5,True,1,28,5.5,train,0.0,30.275,6.175,21.6,28.0,29.025,12.675,0.0,0.0,50.0,12.5,12.5,12.5,12.5,20.925,8.35,20.975,24.125,21.185,19.25,30.775,27.0,14.875,30.25,20.5,13.25,17.625,30.975,16.49285714285714,13.806744383676813,30.275,0.0,12.5,17.677669529663714,50.0,0.0,17.915714285714284,5.978591966739456,24.125,8.35,19.267857142857142,7.09952630881272,30.25,11.375
AT5X5K,22,2023-01-29,29,61.1,37.5,28.3,17.75,A,AT,1919,1930.0,6,True,1,29,18.3,train,0.375,0.0,30.275,6.175,21.6,28.0,29.025,0.0,0.0,0.0,50.0,12.5,12.5,12.5,10.6,20.925,8.35,20.975,24.125,21.185,19.25,11.375,27.0,14.875,30.25,20.5,13.25,17.625,21.075,21.7160750750836,61.1,0.0,16.071428571428573,20.044593143431847,50.0,0.0,19.208571428571428,7.174190845364652,28.3,8.35,19.285714285714285,7.094861067803141,30.25,11.375
AT5X5K,22,2023-01-30,30,14.225,30.0,35.15,35.5,A,AT,1919,1930.0,0,False,1,30,36.0,train,61.1,0.375,0.0,30.275,6.175,21.6,28.0,37.5,0.0,0.0,0.0,50.0,12.5,12.5,28.3,10.6,20.925,8.35,20.975,24.125,21.185,17.75,11.375,27.0,14.875,30.25,20.5,13.25,19.107142857142858,21.607819351865608,61.1,0.0,18.571428571428573,20.60830854176008,50.0,0.0,21.20357142857143,9.409009739909617,35.15,8.35,22.464285714285715,8.734723058275058,35.5,11.375
AT5X5K,22,2023-01-31,31,52.525,30.0,19.175,24.75,A,AT,1919,1930.0,1,False,1,31,27.05,train,14.225,61.1,0.375,0.0,30.275,6.175,21.6,30.0,37.5,0.0,0.0,0.0,50.0,12.5,35.15,28.3,10.6,20.925,8.35,20.975,24.125,35.5,17.75,11.375,27.0,14.875,30.25,20.5,23.525000000000002,25.084204026970184,61.1,0.0,21.071428571428573,20.80951018851032,50.0,0.0,20.49642857142857,9.338600767016118,35.15,8.35,23.071428571428573,8.723130513318084,35.5,11.375
AT5X5K,22,2023-02-01,32,4.51,17.5,39.825,36.25,A,AT,1919,1930.0,2,False,2,1,14.225,train,52.525,14.225,61.1,0.375,0.0,30.275,6.175,30.0,30.0,37.5,0.0,0.0,0.0,50.0,19.175,35.15,28.3,10.6,20.925,8.35,20.975,24.75,35.5,17.75,11.375,27.0,14.875,30.25,23.28714285714286,25.283246900062583,61.1,0.0,16.428571428571427,16.447969913813527,37.5,0.0,23.189285714285713,11.873367055645803,39.825,8.35,23.928571428571427,9.777167583322944,36.25,11.375
AT5X5K,22,2023-02-02,33,7.675,50.0,4.925,1.5,A,AT,1919,1930.0,3,False,2,2,46.55,train,4.51,52.525,14.225,61.1,0.375,0.0,30.275,17.5,30.0,30.0,37.5,0.0,0.0,0.0,39.825,19.175,35.15,28.3,10.6,20.925,8.35,36.25,24.75,35.5,17.75,11.375,27.0,14.875,20.05857142857143,25.68202544489787,61.1,0.0,23.571428571428573,18.811407380072556,50.0,0.0,22.7,12.633058484257344,39.825,4.925,22.017857142857142,12.708762678149432,36.25,1.5
AT5X5K,22,2023-02-03,34,0.0,50.0,5.525,8.25,A,AT,1919,1930.0,4,False,2,3,0.0,train,7.675,4.51,52.525,14.225,61.1,0.375,0.0,50.0,17.5,30.0,30.0,37.5,0.0,0.0,4.925,39.825,19.175,35.15,28.3,10.6,20.925,1.5,36.25,24.75,35.5,17.75,11.375,27.0,20.05857142857143,25.68202544489787,61.1,0.0,30.714285714285715,17.836893280635007,50.0,0.0,20.5,14.233265027158494,39.825,4.925,19.339285714285715,13.438655819615867,36.25,1.5
AT5X5K,22,2023-02-04,35,5.5,12.5,4.885,5.75,A,AT,1919,1930.0,5,True,2,4,36.875,train,0.0,7.675,4.51,52.525,14.225,61.1,0.375,50.0,50.0,17.5,30.0,30.0,37.5,0.0,5.525,4.925,39.825,19.175,35.15,28.3,10.6,8.25,1.5,36.25,24.75,35.5,17.75,11.375,20.790714285714284,25.09367573522784,61.1,0.0,32.5,14.577379737113262,50.0,12.5,19.68357142857143,15.036995132640275,39.825,4.885,18.535714285714285,14.14392432241121,36.25,1.5
AT5X5K,22,2023-02-05,36,18.3,12.5,11.125,8.5,A,AT,1919,1930.0,6,True,2,5,38.2,train,5.5,0.0,7.675,4.51,52.525,14.225,61.1,12.5,50.0,50.0,17.5,30.0,30.0,37.5,4.885,5.525,4.925,39.825,19.175,35.15,28.3,5.75,8.25,1.5,36.25,24.75,35.5,17.75,14.676428571428572,17.784961276849845,52.525,0.0,28.928571428571427,16.128206584088883,50.0,12.5,17.229999999999997,14.796021706301088,39.825,4.885,17.214285714285715,14.652522942190835,36.25,1.5
AT5X5K,22,2023-02-06,37,36.0,12.5,22.825,26.5,A,AT,1919,1930.0,0,False,2,6,44.125,train,18.3,5.5,0.0,7.675,4.51,52.525,14.225,12.5,12.5,50.0,50.0,17.5,30.0,30.0,11.125,4.885,5.525,4.925,39.825,19.175,35.15,8.5,5.75,8.25,1.5,36.25,24.75,35.5,17.787142857142857,19.513175859989012,52.525,0.0,26.428571428571427,17.25163898355887,50.0,12.5,15.469285714285714,12.92291486358353,39.825,4.885,15.928571428571429,13.092391465493023,36.25,1.5
AT5X5K,22,2023-02-07,38,27.05,0.0,34.25,32.25,A,AT,1919,1930.0,1,False,2,7,90.575,train,36.0,18.3,5.5,0.0,7.675,4.51,52.525,12.5,12.5,12.5,50.0,50.0,17.5,30.0,22.825,11.125,4.885,5.525,4.925,39.825,19.175,26.5,8.5,5.75,8.25,1.5,36.25,24.75,14.147857142857143,13.360109735434742,36.0,0.0,22.142857142857142,19.76047040118709,50.0,0.0,17.622857142857143,14.767803903859802,39.825,4.885,17.0,14.195069566578399,36.25,1.5
AT5X5K,22,2023-02-08,39,14.225,0.0,18.55,34.325,A,AT,1919,1930.0,2,False,2,8,30.33,train,27.05,36.0,18.3,5.5,0.0,7.675,4.51,0.0,12.5,12.5,12.5,50.0,50.0,17.5,34.25,22.825,11.125,4.885,5.525,4.925,39.825,32.25,26.5,8.5,5.75,8.25,1.5,36.25,15.535714285714286,12.679312687921858,36.0,0.0,19.642857142857142,21.47811732460563,50.0,0.0,14.583571428571428,11.193687474899138,34.25,4.885,16.725,13.772337915788551,34.325,1.5
AT5X5K,22,2023-02-09,40,46.55,0.0,23.625,13.75,A,AT,1919,1930.0,3,False,2,9,8.37,train,14.225,27.05,36.0,18.3,5.5,0.0,7.675,0.0,0.0,12.5,12.5,12.5,50.0,50.0,18.55,34.25,22.825,11.125,4.885,5.525,4.925,34.325,32.25,26.5,8.5,5.75,8.25,1.5,21.089285714285715,16.577041460146898,46.55,0.0,12.5,17.677669529663714,50.0,0.0,17.255,10.726101730513886,34.25,4.885,18.474999999999998,12.204345196144974,34.325,5.75
AT5X5K,22,2023-02-10,41,0.0,25.0,21.075,41.25,A,AT,1919,1930.0,4,False,2,10,0.0,train,46.55,14.225,27.05,36.0,18.3,5.5,0.0,0.0,0.0,0.0,12.5,12.5,12.5,50.0,23.625,18.55,34.25,22.825,11.125,4.885,5.525,13.75,34.325,32.25,26.5,8.5,5.75,8.25,21.089285714285715,16.577041460146898,46.55,0.0,8.928571428571429,9.449111825230734,25.0,0.0,19.476428571428567,9.422949252704658,34.25,4.885,23.189285714285713,13.857938888525066,41.25,5.75
AT5X5K,22,2023-02-11,42,36.875,25.0,29.25,18.25,A,AT,1919,1930.0,5,True,2,11,0.275,train,0.0,46.55,14.225,27.05,36.0,18.3,5.5,25.0,0.0,0.0,0.0,12.5,12.5,12.5,21.075,23.625,18.55,34.25,22.825,11.125,4.885,41.25,13.75,34.325,32.25,26.5,8.5,5.75,25.571428571428573,15.886711090899677,46.55,0.0,10.714285714285714,11.246692635530508,25.0,0.0,22.957142857142856,7.422456274230041,34.25,11.125,24.974999999999998,11.903789662680259,41.25,8.5
AT5X5K,22,2023-02-12,43,38.2,25.0,37.95,41.875,A,AT,1919,1930.0,6,True,2,12,27.425,train,36.875,0.0,46.55,14.225,27.05,36.0,18.3,25.0,25.0,0.0,0.0,0.0,12.5,12.5,29.25,21.075,23.625,18.55,34.25,22.825,11.125,18.25,41.25,13.75,34.325,32.25,26.5,8.5,28.41428571428571,16.1470318295581,46.55,0.0,12.5,12.500000000000036,25.0,0.0,26.789285714285715,7.21741033229799,37.95,18.55,29.74285714285714,10.841727974644558,41.875,13.75
AT5X5K,22,2023-02-13,44,44.125,50.0,18.375,16.25,A,AT,1919,1930.0,0,False,2,13,56.325,train,38.2,36.875,0.0,46.55,14.225,27.05,36.0,25.0,25.0,25.0,0.0,0.0,0.0,12.5,37.95,29.25,21.075,23.625,18.55,34.25,22.825,41.875,18.25,41.25,13.75,34.325,32.25,26.5,29.574999999999996,17.049987781031803,46.55,0.0,17.857142857142858,18.89822365046138,50.0,0.0,26.15357142857143,7.797454560242559,37.95,18.375,28.27857142857143,11.984646676159498,41.875,13.75
AT5X5K,22,2023-02-14,45,90.575,37.5,35.025,32.575,A,AT,1919,1930.0,1,False,2,14,0.0,train,44.125,38.2,36.875,0.0,46.55,14.225,27.05,50.0,25.0,25.0,25.0,0.0,0.0,0.0,18.375,37.95,29.25,21.075,23.625,18.55,34.25,16.25,41.875,18.25,41.25,13.75,34.325,32.25,38.65,28.525858152443607,90.575,0.0,23.214285714285715,18.29812636778501,50.0,0.0,26.264285714285712,7.935847690790722,37.95,18.375,28.325,12.003211375849935,41.875,13.75
AT5X5K,22,2023-02-15,46,30.33,37.5,42.325,43.15,A,AT,1919,1930.0,2,False,2,15,60.85,train,90.575,44.125,38.2,36.875,0.0,46.55,14.225,37.5,50.0,25.0,25.0,25.0,0.0,0.0,35.025,18.375,37.95,29.25,21.075,23.625,18.55,32.575,16.25,41.875,18.25,41.25,13.75,34.325,40.950714285714284,26.826405745796347,90.575,0.0,28.571428571428573,15.669579263200227,50.0,0.0,29.660714285714285,9.088017031862812,42.325,18.375,29.585714285714285,13.147352847807873,43.15,13.75
AT5X5K,22,2023-02-16,47,8.37,62.5,46.725,46.5,A,AT,1919,1930.0,3,False,2,16,9.125,train,30.33,90.575,44.125,38.2,36.875,0.0,46.55,37.5,37.5,50.0,25.0,25.0,25.0,0.0,42.325,35.025,18.375,37.95,29.25,21.075,23.625,43.15,32.575,16.25,41.875,18.25,41.25,13.75,35.496428571428574,29.268420369954736,90.575,0.0,37.5,14.433756729740642,62.5,25.0,32.96071428571429,10.599389301814922,46.725,18.375,34.26428571428572,12.377515376874381,46.5,16.25
AT5X5K,22,2023-02-17,48,0.0,62.5,14.55,18.75,A,AT,1919,1930.0,4,False,2,17,0.0,train,8.37,30.33,90.575,44.125,38.2,36.875,0.0,62.5,37.5,37.5,50.0,25.0,25.0,25.0,46.725,42.325,35.025,18.375,37.95,29.25,21.075,46.5,43.15,32.575,16.25,41.875,18.25,41.25,35.496428571428574,29.268420369954736,90.575,0.0,42.857142857142854,15.905225257008787,62.5,25.0,32.02857142857143,12.011690733852346,46.725,14.55,31.050000000000004,13.157942784999987,46.5,16.25
AT5X5K,22,2023-02-18,49,0.275,25.0,22.65,19.5,A,AT,1919,1930.0,5,True,2,18,0.2,train,0.0,8.37,30.33,90.575,44.125,38.2,36.875,62.5,62.5,37.5,37.5,50.0,25.0,25.0,14.55,46.725,42.325,35.025,18.375,37.95,29.25,18.75,46.5,43.15,32.575,16.25,41.875,18.25,30.267857142857142,32.11210945748542,90.575,0.0,42.857142857142854,15.905225257008787,62.5,25.0,31.085714285714285,12.514648559645156,46.725,14.55,31.22857142857143,12.962304551495238,46.5,16.25
AT5X5K,22,2023-02-19,50,27.425,25.0,9.475,0.0,A,AT,1919,1930.0,6,True,2,19,23.1,train,0.275,0.0,8.37,30.33,90.575,44.125,38.2,25.0,62.5,62.5,37.5,37.5,50.0,25.0,22.65,14.55,46.725,42.325,35.025,18.375,37.95,19.5,18.75,46.5,43.15,32.575,16.25,41.875,28.72857142857143,31.92622377115269,90.575,0.0,42.857142857142854,15.905225257008787,62.5,25.0,27.017857142857142,14.397748046466283,46.725,9.475,25.246428571428574,16.429156174893695,46.5,0.0
AT5X5K,22,2023-02-20,51,56.325,25.0,30.85,23.0,A,AT,1919,1930.0,0,False,2,20,21.45,train,27.425,0.275,0.0,8.37,30.33,90.575,44.125,25.0,25.0,62.5,62.5,37.5,37.5,50.0,9.475,22.65,14.55,46.725,42.325,35.025,18.375,0.0,19.5,18.75,46.5,43.15,32.575,16.25,30.47142857142857,33.21383392933907,90.575,0.0,39.285714285714285,16.814817728363728,62.5,25.0,28.8,13.913572510322426,46.725,9.475,26.21071428571429,16.00575324390458,46.5,0.0
AT5X5K,22,2023-02-21,52,0.0,0.0,26.45,24.0,A,AT,1919,1930.0,1,False,2,21,20.975,train,56.325,27.425,0.275,0.0,8.37,30.33,90.575,25.0,25.0,25.0,62.5,62.5,37.5,37.5,30.85,9.475,22.65,14.55,46.725,42.325,35.025,23.0,0.0,19.5,18.75,46.5,43.15,32.575,17.532142857142855,21.45944020261305,56.325,0.0,33.92857142857143,22.493385271060934,62.5,0.0,27.575,13.649130008905326,46.725,9.475,24.985714285714288,15.763795923087876,46.5,0.0
AT5X5K,22,2023-02-22,53,60.85,25.0,22.3,11.75,A,AT,1919,1930.0,2,False,2,22,3.695,train,0.0,56.325,27.425,0.275,0.0,8.37,30.33,0.0,25.0,25.0,25.0,62.5,62.5,37.5,26.45,30.85,9.475,22.65,14.55,46.725,42.325,24.0,23.0,0.0,19.5,18.75,46.5,43.15,21.892142857142858,26.90300430205132,60.85,0.0,32.142857142857146,22.658174179374146,62.5,0.0,24.714285714285715,12.046920916625474,46.725,9.475,20.5,14.114856239674099,46.5,0.0
AT5X5K,22,2023-02-23,54,9.125,25.0,24.45,29.75,A,AT,1919,1930.0,3,False,2,23,74.725,train,60.85,0.0,56.325,27.425,0.275,0.0,8.37,25.0,0.0,25.0,25.0,25.0,62.5,62.5,22.3,26.45,30.85,9.475,22.65,14.55,46.725,11.75,24.0,23.0,0.0,19.5,18.75,46.5,22.0,26.84119967512632,60.85,0.0,26.785714285714285,18.298126367785006,62.5,0.0,21.532142857142855,7.25127451851444,30.85,9.475,18.107142857142858,9.702724212449688,29.75,0.0
AT5X5K,22,2023-02-24,55,0.0,37.5,9.875,7.45,A,AT,1919,1930.0,4,False,2,24,0.0,train,9.125,60.85,0.0,56.325,27.425,0.275,0.0,25.0,25.0,0.0,25.0,25.0,25.0,62.5,24.45,22.3,26.45,30.85,9.475,22.65,14.55,29.75,11.75,24.0,23.0,0.0,19.5,18.75,22.0,26.84119967512632,60.85,0.0,23.214285714285715,11.24669263553049,37.5,0.0,20.86428571428571,8.15988481769779,30.85,9.475,16.49285714285714,10.486317615963072,29.75,0.0
